graph_id,world,fold,node_id,arm,shuffle_id,term,term_active,optimization_applicable,status,raw_final_gradient_norm,active_final_gradient_norm,total_final_gradient_norm,raw_near_zero,near_zero,exploding,nonfinite
graph_00,industrial_cooling_system,0,node_000,same_module_graph,,bridge,True,True,,0.0,0.0,0.09127242118120193,True,True,False,False
graph_00,industrial_cooling_system,0,node_007,same_module_graph,,bridge,True,True,,0.0,0.0,0.05516654998064041,True,True,False,False
graph_00,industrial_cooling_system,0,node_012,same_module_graph,,bridge,True,True,,0.0,0.0,0.024082401767373085,True,True,False,False
graph_00,industrial_cooling_system,0,node_018,same_module_graph,,bridge,True,True,,0.0,0.0,0.02186799794435501,True,True,False,False
graph_00,industrial_cooling_system,0,node_000,same_module_graph,,norm,True,True,,0.002232364611700177,0.002232364611700177,0.09127242118120193,False,False,False,False
graph_00,industrial_cooling_system,0,node_007,same_module_graph,,norm,True,True,,0.005291942972689867,0.005291942972689867,0.05516654998064041,False,False,False,False
graph_00,industrial_cooling_system,0,node_012,same_module_graph,,norm,True,True,,0.009399116970598698,0.009399116970598698,0.024082401767373085,False,False,False,False
graph_00,industrial_cooling_system,0,node_018,same_module_graph,,norm,True,True,,0.0028011167887598276,0.0028011167887598276,0.02186799794435501,False,False,False,False
graph_00,industrial_cooling_system,0,node_000,reversed_full,,generation,True,True,,0.09983846545219421,0.09983846545219421,0.0971846655011177,False,False,False,False
graph_00,industrial_cooling_system,0,node_007,reversed_full,,generation,True,True,,0.023696646094322205,0.023696646094322205,0.023728029802441597,False,False,False,False
