analysis,group,graph_id,world,fold,node_id,comparison,primary_arm,comparator_arm,comparator_instances,metric,primary_value,comparator_value,delta
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,gold_cosine,0.9095472740111428,0.7002764911531545,0.20927078285798828
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,centered_cosine,0.05742964840117779,-0.034732786653163684,0.09216243505434148
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,prediction_margin,-0.027135015776559746,-0.16132655481951802,0.13419153904295827
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,mrr,0.16666666666666666,0.1004890890842903,0.06617757758237636
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_5,0.0,0.05,-0.05
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,match_acc,1.0,0.35,0.65
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,gold_cosine,0.9095472740111428,0.9068417091275394,0.0027055648836034063
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,centered_cosine,0.05742964840117779,-0.40893305367020516,0.466362702071383
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,prediction_margin,-0.027135015776559746,-0.024571766622230262,-0.0025632491543294833
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,mrr,0.16666666666666666,0.05,0.11666666666666665
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_uniform,full_oracle,uniform,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,gold_cosine,0.9095472740111428,0.9087113581826493,0.0008359158284935164
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,centered_cosine,0.05742964840117779,-0.10824410381165557,0.16567375221283337
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,prediction_margin,-0.027135015776559746,-0.02312378372611279,-0.004011232050446956
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,mrr,0.16666666666666666,0.05555555555555555,0.1111111111111111
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_00,industrial_cooling_system,4,node_017,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,gold_cosine,0.8863824287233429,0.8552689804779441,0.031113448245398856
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,centered_cosine,-0.057777559186411226,0.02058280657082274,-0.07836036575723396
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,prediction_margin,-0.0875634249788253,-0.12671167200116296,0.03914824702233766
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,mrr,0.2,0.16666666666666666,0.033333333333333354
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,gold_cosine,0.8863824287233429,0.7572251477360064,0.1291572809873366
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,centered_cosine,-0.057777559186411226,-0.04772237312919493,-0.010055186057216295
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,prediction_margin,-0.0875634249788253,-0.12207085303637366,0.03450742805754836
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,mrr,0.2,0.16908910533910534,0.030910894660894667
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_5,1.0,0.25,0.75
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,match_acc,1.0,0.5,0.5
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,gold_cosine,0.8863824287233429,0.9281886991214041,-0.041806270398061174
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,centered_cosine,-0.057777559186411226,-0.5271307497146009,0.4693531905281897
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,prediction_margin,-0.0875634249788253,-0.009466523161527296,-0.078096901817298
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,mrr,0.2,0.14285714285714285,0.05714285714285716
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,match_acc,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_uniform,full_oracle,uniform,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,gold_cosine,0.8863824287233429,0.9254997344643525,-0.03911730574100958
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,centered_cosine,-0.057777559186411226,-0.1144920289800359,0.05671446979362467
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,prediction_margin,-0.0875634249788253,-0.028614906528068196,-0.058948518450757104
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,mrr,0.2,0.14285714285714285,0.05714285714285716
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_006,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,gold_cosine,0.9052015786065739,0.9131651324968345,-0.0079635538902606
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,centered_cosine,0.017941314762955067,0.09604948505481947,-0.0781081702918644
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,prediction_margin,-0.05228703362587317,-0.03753610078999836,-0.014750932835874808
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,mrr,0.2,0.2,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_5,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,match_acc,0.0,1.0,-1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,gold_cosine,0.9052015786065739,0.867104774428948,0.038096804177625954
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,centered_cosine,0.017941314762955067,0.005442874000584731,0.012498440762370337
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,prediction_margin,-0.05228703362587317,-0.08598138032836976,0.03369434670249659
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,mrr,0.2,0.14962176712176714,0.05037823287823287
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_5,1.0,0.3,0.7
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,match_acc,0.0,0.35,-0.35
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,gold_cosine,0.9052015786065739,0.9267912625711577,-0.021589683964583828
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,centered_cosine,0.017941314762955067,-0.5056817425407762,0.5236230573037313
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,prediction_margin,-0.05228703362587317,-0.010863959711770788,-0.04142307391410238
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,mrr,0.2,0.1111111111111111,0.0888888888888889
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,match_acc,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_uniform,full_oracle,uniform,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,gold_cosine,0.9052015786065739,0.9324231892875136,-0.027221610680939645
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,centered_cosine,0.017941314762955067,-0.09176376085140632,0.10970507561436138
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,prediction_margin,-0.05228703362587317,-0.011978370203046373,-0.040308663422826796
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,mrr,0.2,0.2,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_5,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,match_acc,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_013,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,gold_cosine,0.8937361087230199,0.8562551065512776,0.03748100217174233
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,centered_cosine,0.03518079525485378,0.11275315086147374,-0.07757235560661996
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,prediction_margin,-0.06635383495867941,-0.09521832595867841,0.028864490999998993
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,mrr,0.1111111111111111,0.125,-0.013888888888888895
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,match_acc,0.0,1.0,-1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,gold_cosine,0.8937361087230199,0.8154967297298388,0.07823937899318112
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,centered_cosine,0.03518079525485378,-0.025691487602821816,0.0608722828576756
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,prediction_margin,-0.06635383495867941,-0.13428605682693323,0.06793222186825382
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,mrr,0.1111111111111111,0.07743574837615086,0.033675362734960246
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,match_acc,0.0,0.15,-0.15
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,gold_cosine,0.8937361087230199,0.9018774511372529,-0.008141342414233033
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,centered_cosine,0.03518079525485378,-0.4185264077413966,0.4537072029962504
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,prediction_margin,-0.06635383495867941,-0.03577777114562353,-0.030576063813055887
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,mrr,0.1111111111111111,0.05,0.0611111111111111
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,match_acc,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_uniform,full_oracle,uniform,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,gold_cosine,0.8937361087230199,0.9026782983944727,-0.008942189671452772
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,centered_cosine,0.03518079525485378,-0.3060432760083821,0.3412240712632359
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,prediction_margin,-0.06635383495867941,-0.042789269414069686,-0.023564565544609728
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,mrr,0.1111111111111111,0.05,0.0611111111111111
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,recall_at_5,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,match_acc,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,0,node_019,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,gold_cosine,0.8833567506696052,0.898343366244369,-0.014986615574763773
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,centered_cosine,0.16111439517901793,-0.042653848112981854,0.20376824329199977
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,prediction_margin,-0.08894532062706373,-0.04955209776337788,-0.03939322286368585
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,mrr,0.2,0.09090909090909091,0.1090909090909091
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,match_acc,1.0,1.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_reversed_full,full_oracle,reversed_full,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,gold_cosine,0.8833567506696052,0.7197173247752806,0.16363942589432456
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,centered_cosine,0.16111439517901793,-0.008899916239990714,0.17001431141900863
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,prediction_margin,-0.08894532062706373,-0.1461280672447581,0.057182746617694374
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,mrr,0.2,0.1102370056414174,0.0897629943585826
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,recall_at_5,1.0,0.05,0.95
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,match_acc,1.0,0.25,0.75
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_shuffled_full,full_oracle,shuffled_full,20,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,gold_cosine,0.8833567506696052,0.9165832819248191,-0.03322653125521391
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,centered_cosine,0.16111439517901793,-0.4504640006499792,0.6115783958289971
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,prediction_margin,-0.08894532062706373,-0.02494080240421459,-0.06400451822284914
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,mrr,0.2,0.0625,0.1375
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_1,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,recall_at_5,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,match_acc,1.0,0.0,1.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_uniform,full_oracle,uniform,1,exact,0.0,0.0,0.0
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,gold_cosine,0.8833567506696052,0.9121671569064906,-0.028810406236885466
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,centered_cosine,0.16111439517901793,-0.09882220746696721,0.25993660264598517
structural_group,non_root_visible_parent,graph_01,logistics_and_delivery_system,1,node_007,full_oracle_minus_raw_correlation,full_oracle,raw_correlation,1,prediction_margin,-0.08894532062706373,-0.04714094745552,-0.04180437317154373
